,Postcode,Grid Ref,County,District,Ward,District Code,Ward Code,County Code,Constituency,Population,Households,Lower layer super output area,Region,London zone,LSOA Code,MSOA Code,Middle layer super output area,Index of Multiple Deprivation,Postcode district,Average Income,Postcode2
20010,BS4 5HU,ST619702,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,3.0,2.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20011,BS4 5HW,ST620701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,13.0,6.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20012,BS4 5HX,ST619701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,13.0,8.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20013,BS4 5HY,ST620702,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,21.0,10.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20014,BS4 5HZ,ST619702,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,15.0,6.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20015,BS4 5JA,ST619701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,49.0,16.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20016,BS4 5JB,ST619701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,46.0,19.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20017,BS4 5JJ,ST624700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20018,BS4 5JX,ST623701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20019,BS4 5LA,ST622700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20020,BS4 5LD,ST622700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20021,BS4 5LE,ST622700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20022,BS4 5LF,ST624701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20023,BS4 5LQ,ST624702,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20024,BS4 5LR,ST625700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20025,BS4 5LU,ST627697,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,13.0,4.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20026,BS4 5NG,ST622701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20027,BS4 5NJ,ST621704,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,3.0,2.0,Bristol 038E,South West,,E01014527,E02003049,Bristol 038,11984,BS4,39100,BS4 5
20028,BS4 5NL,ST624703,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20029,BS4 5NX,ST623706,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,8.0,3.0,Bristol 038E,South West,,E01014527,E02003049,Bristol 038,11984,BS4,39100,BS4 5
20030,BS4 5NY,ST624705,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,6.0,3.0,Bristol 038E,South West,,E01014527,E02003049,Bristol 038,11984,BS4,39100,BS4 5
20031,BS4 5NZ,ST624704,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20032,BS4 5PF,ST626704,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,3.0,1.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20033,BS4 5PR,ST626704,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20034,BS4 5PS,ST627705,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,1.0,1.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20035,BS4 5QF,ST626707,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20036,BS4 5QG,ST626706,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20037,BS4 5QH,ST627709,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20038,BS4 5QQ,ST627708,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20039,BS4 5QR,ST627708,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20040,BS4 5QU,ST628708,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20041,BS4 5QW,ST628707,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20042,BS4 5QY,ST629705,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20043,BS4 5RG,ST629704,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,4.0,2.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20044,BS4 5RQ,ST630702,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20045,BS4 5RS,ST633706,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,11.0,3.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20046,BS4 5RT,ST632702,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,77.0,44.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20047,BS4 5RU,ST628700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,2.0,1.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20048,BS4 5SA,ST634702,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,6.0,2.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20049,BS4 5SD,ST633703,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,7.0,2.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20050,BS4 5SE,ST628709,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20051,BS4 5SS,ST626706,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 5
20052,BS4 9DA,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20053,BS4 9EL,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20054,BS4 9FA,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20055,BS4 9FQ,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20056,BS4 9FS,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20057,BS4 9FX,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20058,BS4 9GB,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20059,BS4 9GJ,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20060,BS4 9GS,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20061,BS4 9GW,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20062,BS4 9GX,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20063,BS4 9GZ,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20064,BS4 9HA,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20065,BS4 9HB,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
20066,BS4 9ND,ST595720,Bristol,"Bristol, City of",Southville,E06000023,E05010914,E11000003,Bristol South,,,Bristol 039E,South West,,E01033359,E02003050,Bristol 039,3472,BS4,38700,BS4 9
22045,BS5 0AA,ST606731,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,102.0,60.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22046,BS5 0AE,ST605730,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22047,BS5 0AF,ST608733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 055B,South West,,E01014653,E02006888,Bristol 055,743,BS5,32800,BS5 0
22048,BS5 0AG,ST606733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22049,BS5 0AH,ST606729,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,13.0,4.0,Bristol 056D,South West,,E01033369,E02006889,Bristol 056,1657,BS5,29100,BS5 0
22050,BS5 0AL,ST607729,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,61.0,20.0,Bristol 056D,South West,,E01033369,E02006889,Bristol 056,1657,BS5,29100,BS5 0
22051,BS5 0AN,ST607730,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,11.0,6.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22052,BS5 0AP,ST608730,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,42.0,8.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22053,BS5 0AR,ST608731,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,47.0,18.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22054,BS5 0AS,ST608731,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,30.0,17.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22055,BS5 0AT,ST608732,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,10.0,5.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22056,BS5 0AW,ST608730,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,4.0,1.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22057,BS5 0AX,ST609731,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22058,BS5 0AY,ST607731,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,71.0,19.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22059,BS5 0AZ,ST606731,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,46.0,17.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22060,BS5 0BA,ST606730,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,50.0,16.0,Bristol 056D,South West,,E01033369,E02006889,Bristol 056,1657,BS5,29100,BS5 0
22061,BS5 0BB,ST606730,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,23.0,13.0,Bristol 056D,South West,,E01033369,E02006889,Bristol 056,1657,BS5,29100,BS5 0
22062,BS5 0BD,ST607731,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,106.0,76.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22063,BS5 0BE,ST607737,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,7.0,7.0,Bristol 055B,South West,,E01014653,E02006888,Bristol 055,743,BS5,32800,BS5 0
22064,BS5 0BF,ST599735,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,41.0,22.0,Bristol 054D,South West,,E01033358,E02006887,Bristol 054,1501,BS5,39100,BS5 0
22065,BS5 0BJ,ST607733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22066,BS5 0BL,ST608732,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,1.0,1.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22067,BS5 0BT,ST608734,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,12.0,6.0,Bristol 055B,South West,,E01014653,E02006888,Bristol 055,743,BS5,32800,BS5 0
22068,BS5 0BW,ST605731,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22069,BS5 0BX,ST607733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 055B,South West,,E01014653,E02006888,Bristol 055,743,BS5,32800,BS5 0
22070,BS5 0BY,ST602734,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,13.0,11.0,Bristol 056A,South West,,E01014654,E02006889,Bristol 056,1881,BS5,29100,BS5 0
22071,BS5 0BZ,ST607732,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22072,BS5 0DA,ST606734,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 055B,South West,,E01014653,E02006888,Bristol 055,743,BS5,32800,BS5 0
22073,BS5 0DB,ST606736,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 055B,South West,,E01014653,E02006888,Bristol 055,743,BS5,32800,BS5 0
22074,BS5 0DD,ST606730,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,28.0,13.0,Bristol 056D,South West,,E01033369,E02006889,Bristol 056,1657,BS5,29100,BS5 0
22075,BS5 0DE,ST605733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,73.0,37.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22076,BS5 0DF,ST605733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,54.0,36.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22077,BS5 0DG,ST605733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,68.0,36.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22078,BS5 0DH,ST605733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,31.0,24.0,Bristol 056D,South West,,E01033369,E02006889,Bristol 056,1657,BS5,29100,BS5 0
22079,BS5 0DJ,ST606732,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,27.0,13.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22080,BS5 0DL,ST606732,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,62.0,24.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22081,BS5 0DN,ST607733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,49.0,33.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22082,BS5 0DP,ST606733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,24.0,10.0,Bristol 056C,South West,,E01033356,E02006889,Bristol 056,2023,BS5,29100,BS5 0
22083,BS5 0DQ,ST605733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,37.0,25.0,Bristol 056D,South West,,E01033369,E02006889,Bristol 056,1657,BS5,29100,BS5 0
22084,BS5 0DR,ST608733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,46.0,19.0,Bristol 055B,South West,,E01014653,E02006888,Bristol 055,743,BS5,32800,BS5 0
22085,BS5 0DS,ST605735,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,69.0,34.0,Bristol 056D,South West,,E01033369,E02006889,Bristol 056,1657,BS5,29100,BS5 0
22086,BS5 0DT,ST605735,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,80.0,32.0,Bristol 056D,South West,,E01033369,E02006889,Bristol 056,1657,BS5,29100,BS5 0
22087,BS5 0DU,ST605735,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,87.0,32.0,Bristol 056D,South West,,E01033369,E02006889,Bristol 056,1657,BS5,29100,BS5 0
22088,BS5 0DW,ST605729,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 054A,South West,,E01033352,E02006887,Bristol 054,7966,BS5,39100,BS5 0
22089,BS5 0DX,ST605735,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,53.0,32.0,Bristol 056D,South West,,E01033369,E02006889,Bristol 056,1657,BS5,29100,BS5 0
22090,BS5 0DZ,ST607737,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 055B,South West,,E01014653,E02006888,Bristol 055,743,BS5,32800,BS5 0
22091,BS5 0EA,ST609736,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,37.0,14.0,Bristol 055B,South West,,E01014653,E02006888,Bristol 055,743,BS5,32800,BS5 0
22092,BS5 0EB,ST607735,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 055B,South West,,E01014653,E02006888,Bristol 055,743,BS5,32800,BS5 0
22093,BS5 0ED,ST606730,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,33.0,9.0,Bristol 056D,South West,,E01033369,E02006889,Bristol 056,1657,BS5,29100,BS5 0
